gene,condition,cluster,manual_annotation,best_described_by,condition_specificity
SLC9A5,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
DOT1L,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
CBLL1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
RAD51B,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
SND1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
ZNF837,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
TBX21,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
ANKRD61,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
EP300,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
PDCD5,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
CALCOCO2,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
NCAPD3,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
ORAI1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
USP7,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
BRD9,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
SIK3,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
RAVER1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
INPP5D,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
ITK,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
GDAP2,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
CARMIL2,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
PPDPF,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
CD3D,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
BRAT1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
SCAF4,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
LAT,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
DNAJC3,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
SENP1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
AASDH,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
MYO9A,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
LRP5,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
COG6,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
GNE,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
MTX2,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
UBR4,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
ING5,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
OSR1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
ADAT2,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
BCL11B,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
GLS,Stim48hr,100,unknown,"mixed, incl. Basic region leucin zipper, and Early growth response, N-terminal",Stim48hr
TARBP2,Stim48hr,100,unknown,"mixed, incl. Basic region leucin zipper, and Early growth response, N-terminal",Stim48hr
PPP6C,Stim48hr,100,unknown,"mixed, incl. Basic region leucin zipper, and Early growth response, N-terminal",Stim48hr
YEATS2,Stim48hr,100,unknown,"mixed, incl. Basic region leucin zipper, and Early growth response, N-terminal",Stim48hr
CPSF6,Stim48hr,100,unknown,"mixed, incl. Basic region leucin zipper, and Early growth response, N-terminal",Stim48hr
SLC25A32,Stim48hr,100,unknown,"mixed, incl. Basic region leucin zipper, and Early growth response, N-terminal",Stim48hr
EIF4A1,Stim48hr,100,unknown,"mixed, incl. Basic region leucin zipper, and Early growth response, N-terminal",Stim48hr
RPS25,Stim48hr,100,unknown,"mixed, incl. Basic region leucin zipper, and Early growth response, N-terminal",Stim48hr
AMD1,Stim48hr,100,unknown,"mixed, incl. Basic region leucin zipper, and Early growth response, N-terminal",Stim48hr
ATF4,Stim48hr,100,unknown,"mixed, incl. Basic region leucin zipper, and Early growth response, N-terminal",Stim48hr
CBLB,Stim48hr,100,unknown,"mixed, incl. Basic region leucin zipper, and Early growth response, N-terminal",Stim48hr
BPTF,Stim48hr,100,unknown,"mixed, incl. Basic region leucin zipper, and Early growth response, N-terminal",Stim48hr
DUSP12,Stim48hr,100,unknown,"mixed, incl. Basic region leucin zipper, and Early growth response, N-terminal",Stim48hr
GNPDA2,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
NCBP3,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
TNFRSF10B,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
GJC1,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
RMND5A,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
TASOR,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
CCL5,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
ANP32B,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
TBCA,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
CCNF,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
A2M,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
TSC2,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
YEATS2,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
EDRF1,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
DNAJA3,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
MORC2,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
NAA40,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
C8orf33,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
MAEA,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
C11orf54,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
RPS6KB1,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
PUDP,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
GPS2,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
FBXO3,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
DMRTA2,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
CYB561D2,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
PUM1,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
KCNA2,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
DBF4,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
TSC1,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
TOP2B,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
PPHLN1,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
COX20,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
IWS1,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
PPP1R2,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
SMARCA5,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
SESTD1,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
MED15,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
HP1BP3,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
MOSMO,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
NASP,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
TRIP12,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
EWSR1,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
TNK1,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
MOSPD1,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
ABHD14A,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
BPTF,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
SLC25A22,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
CPOX,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
PPM1D,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
HUWE1,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
WDR48,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
PPP1R3B,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
ADO,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
OTUD1,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
KCTD21,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
LIG1,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
AASDH,Rest,101,unknown,"Morc, S5 domain 2-like, and Protein localization to heterochromatin",Rest
SAXO4,Stim48hr,102,unknown,Dolichol-linked oligosaccharide biosynthetic process,Stim48hr
CEPT1,Stim48hr,102,unknown,Dolichol-linked oligosaccharide biosynthetic process,Stim48hr
ENTR1,Stim48hr,102,unknown,Dolichol-linked oligosaccharide biosynthetic process,Stim48hr
ALG8,Stim48hr,102,unknown,Dolichol-linked oligosaccharide biosynthetic process,Stim48hr
MRC2,Stim48hr,102,unknown,Dolichol-linked oligosaccharide biosynthetic process,Stim48hr
ALG6,Stim48hr,102,unknown,Dolichol-linked oligosaccharide biosynthetic process,Stim48hr
AUP1,Stim48hr,102,unknown,Dolichol-linked oligosaccharide biosynthetic process,Stim48hr
ACOT7,Stim48hr,102,unknown,Dolichol-linked oligosaccharide biosynthetic process,Stim48hr
MICOS10,Stim48hr,102,unknown,Dolichol-linked oligosaccharide biosynthetic process,Stim48hr
MTCH2,Stim48hr,102,unknown,Dolichol-linked oligosaccharide biosynthetic process,Stim48hr
ACACA,Stim48hr,103,unknown,"mixed, incl. Fatty acid metabolism, and Regulation of lipid storage",Stim48hr
HACD2,Stim48hr,103,unknown,"mixed, incl. Fatty acid metabolism, and Regulation of lipid storage",Stim48hr
CCDC90B,Stim48hr,103,unknown,"mixed, incl. Fatty acid metabolism, and Regulation of lipid storage",Stim48hr
FAM136A,Stim48hr,103,unknown,"mixed, incl. Fatty acid metabolism, and Regulation of lipid storage",Stim48hr
PPP1R13L,Rest,104,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",Rest
TMEM45B,Rest,104,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",Rest
IMMT,Rest,104,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",Rest
SMAD7,Rest,104,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",Rest
HHAT,Rest,105,unknown,"Clathrin coat, and Presynaptic endocytosis",Rest
RNF111,Rest,105,unknown,"Clathrin coat, and Presynaptic endocytosis",Rest
GNS,Rest,105,unknown,"Clathrin coat, and Presynaptic endocytosis",Rest
ITSN1,Rest,105,unknown,"Clathrin coat, and Presynaptic endocytosis",Rest
IPO7,Rest,105,unknown,"Clathrin coat, and Presynaptic endocytosis",Rest
CSNK2A2,Rest,105,unknown,"Clathrin coat, and Presynaptic endocytosis",Rest
ZHX3,Rest,105,unknown,"Clathrin coat, and Presynaptic endocytosis",Rest
GNAS,Rest,105,unknown,"Clathrin coat, and Presynaptic endocytosis",Rest
FBXO28,Rest,105,unknown,"Clathrin coat, and Presynaptic endocytosis",Rest
POGK,Rest,105,unknown,"Clathrin coat, and Presynaptic endocytosis",Rest
QNG1,Rest,105,unknown,"Clathrin coat, and Presynaptic endocytosis",Rest
PCNX4,Rest,105,unknown,"Clathrin coat, and Presynaptic endocytosis",Rest
PTP4A1,Rest,105,unknown,"Clathrin coat, and Presynaptic endocytosis",Rest
MAPKAP1,Rest,105,unknown,"Clathrin coat, and Presynaptic endocytosis",Rest
TRIM14,Rest,105,unknown,"Clathrin coat, and Presynaptic endocytosis",Rest
SNTB1,Rest,105,unknown,"Clathrin coat, and Presynaptic endocytosis",Rest
OSR1,Rest,105,unknown,"Clathrin coat, and Presynaptic endocytosis",Rest
CUL4B,Rest,105,unknown,"Clathrin coat, and Presynaptic endocytosis",Rest
OAF,Rest,105,unknown,"Clathrin coat, and Presynaptic endocytosis",Rest
IFNLR1,Rest,105,unknown,"Clathrin coat, and Presynaptic endocytosis",Rest
ADAM9,Rest,105,unknown,"Clathrin coat, and Presynaptic endocytosis",Rest
SUPT4H1,Rest,105,unknown,"Clathrin coat, and Presynaptic endocytosis",Rest
MLYCD,Rest,105,unknown,"Clathrin coat, and Presynaptic endocytosis",Rest
NKX2-2,Rest,105,unknown,"Clathrin coat, and Presynaptic endocytosis",Rest
MSL2,Rest,105,unknown,"Clathrin coat, and Presynaptic endocytosis",Rest
IFI27L1,Rest,105,unknown,"Clathrin coat, and Presynaptic endocytosis",Rest
CCND2,Stim8hr,105,unknown,"Clathrin coat, and Presynaptic endocytosis",Rest
FAM98C,Rest,105,unknown,"Clathrin coat, and Presynaptic endocytosis",Rest
B3GAT1,Rest,105,unknown,"Clathrin coat, and Presynaptic endocytosis",Rest
ITM2B,Rest,105,unknown,"Clathrin coat, and Presynaptic endocytosis",Rest
FITM1,Rest,105,unknown,"Clathrin coat, and Presynaptic endocytosis",Rest
CYP4V2,Rest,105,unknown,"Clathrin coat, and Presynaptic endocytosis",Rest
SFTPC,Rest,105,unknown,"Clathrin coat, and Presynaptic endocytosis",Rest
VENTX,Rest,105,unknown,"Clathrin coat, and Presynaptic endocytosis",Rest
CCND2,Rest,105,unknown,"Clathrin coat, and Presynaptic endocytosis",Rest
SH3GL1,Rest,105,unknown,"Clathrin coat, and Presynaptic endocytosis",Rest
CASP9,Rest,105,unknown,"Clathrin coat, and Presynaptic endocytosis",Rest
SARS2,Rest,106,unknown,"Heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process, and Heparan sulfate 6-O-sulfotransferase activity",Rest
ARMH3,Rest,106,unknown,"Heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process, and Heparan sulfate 6-O-sulfotransferase activity",Rest
CHORDC1,Rest,106,unknown,"Heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process, and Heparan sulfate 6-O-sulfotransferase activity",Rest
ZRSR2,Rest,106,unknown,"Heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process, and Heparan sulfate 6-O-sulfotransferase activity",Rest
PAPSS1,Rest,106,unknown,"Heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process, and Heparan sulfate 6-O-sulfotransferase activity",Rest
FAM98B,Rest,106,unknown,"Heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process, and Heparan sulfate 6-O-sulfotransferase activity",Rest
GUCA1B,Rest,106,unknown,"Heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process, and Heparan sulfate 6-O-sulfotransferase activity",Rest
TP73,Rest,106,unknown,"Heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process, and Heparan sulfate 6-O-sulfotransferase activity",Rest
GANAB,Rest,106,unknown,"Heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process, and Heparan sulfate 6-O-sulfotransferase activity",Rest
EXT2,Rest,106,unknown,"Heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process, and Heparan sulfate 6-O-sulfotransferase activity",Rest
CCDC22,Rest,106,unknown,"Heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process, and Heparan sulfate 6-O-sulfotransferase activity",Rest
TMEM131,Rest,106,unknown,"Heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process, and Heparan sulfate 6-O-sulfotransferase activity",Rest
PPP1R11,Rest,106,unknown,"Heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process, and Heparan sulfate 6-O-sulfotransferase activity",Rest
TIPRL,Rest,106,unknown,"Heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process, and Heparan sulfate 6-O-sulfotransferase activity",Rest
ZNF71,Rest,106,unknown,"Heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process, and Heparan sulfate 6-O-sulfotransferase activity",Rest
ZFR,Rest,106,unknown,"Heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process, and Heparan sulfate 6-O-sulfotransferase activity",Rest
AK9,Rest,106,unknown,"Heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process, and Heparan sulfate 6-O-sulfotransferase activity",Rest
PATL1,Rest,106,unknown,"Heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process, and Heparan sulfate 6-O-sulfotransferase activity",Rest
